ID;Startzentrum_X;Startzentrum_Y;Startzentrum_Z;Austritt_s;Linsenkontakt_s;Metallkontakt_s;Kontakt_Safranstapel_s;Ruhezustand_s;Innerhalb_Schale;Endgeschwindigkeit
saffron-0607;-0.22318;6.12112;0.11442;0.6555555555555556;;;2.2055555555555557;4.622222222222223;true;0
saffron-0608;-0.46791;5.92137;-0.12928;0.8388888888888889;;;2.8777777777777778;4.933333333333334;true;0
saffron-0609;-0.68912;6.06253;0.28843;0.5055555555555555;;2.816666666666667;2.077777777777778;3.5833333333333335;true;0
saffron-0610;-0.63689;5.99279;0.09648;0.8555555555555556;;;2.7666666666666666;4.9;true;0
saffron-0611;-1.12074;6.18270;-0.03164;1.1333333333333333;;;2.5166666666666666;5.483333333333333;true;0
saffron-0612;-0.42907;6.06413;-0.10065;0.9333333333333333;;;2.8222222222222224;4.888888888888889;true;0
saffron-0613;-0.59252;6.34055;0.05788;1.3111111111111111;;;3.2944444444444447;5;true;0
saffron-0614;-0.94308;6.27858;-0.28581;0.9444444444444445;;5.438888888888889;2.566666666666667;5.644444444444445;true;0
saffron-0615;-0.72208;6.03827;0.09991;0.7000000000000001;;;2.588888888888889;4.9222222222222225;true;0
saffron-0616;-0.62448;6.17790;-0.17975;1.0944444444444446;;;2.9555555555555557;4.911111111111111;true;0
saffron-0617;-0.52632;6.27959;-0.24209;0.9722222222222222;;;2.538888888888889;5.227777777777778;true;0
saffron-0618;-0.20629;6.26291;0.08662;0.9111111111111111;;;2.4944444444444445;4.75;true;0
saffron-0619;-0.83547;6.07492;-0.12256;0.788888888888889;;;2.477777777777778;5.116666666666667;true;0
saffron-0620;-0.38828;6.10569;-0.26803;0.8277777777777778;;;2.666666666666667;5.044444444444444;true;0
saffron-0621;-0.72114;6.42759;0.22385;1.3555555555555556;;;2.977777777777778;5.733333333333333;true;0
saffron-0622;-0.71841;5.94031;-0.05498;0.6611111111111111;;;2.477777777777778;4.761111111111111;true;0
saffron-0623;-0.70480;6.08401;0.10307;0.8666666666666667;;;2.588888888888889;4.977777777777778;true;0
saffron-0624;-0.48534;6.06937;-0.06308;0.9277777777777778;;;2.927777777777778;4.877777777777778;true;0
saffron-0625;-0.66109;6.25608;-0.23753;1.027777777777778;;;2.8444444444444446;5.738888888888889;true;0
saffron-0626;-0.76147;6.38219;-0.06996;1.45;;;3.338888888888889;4.9944444444444445;true;0
saffron-0627;-0.69274;6.48836;0.24160;1.1277777777777778;;4.877777777777778;2.677777777777778;5.311111111111111;true;0
saffron-0628;-0.94472;6.27082;-0.13245;1.1777777777777778;;;2.916666666666667;5.405555555555556;true;0
saffron-0629;-0.66108;6.67874;0.16928;1.5666666666666667;;;3.177777777777778;6.055555555555555;true;0
saffron-0630;-0.39879;5.88402;0.07304;0.6111111111111112;;;2.4555555555555557;4.733333333333333;true;0
saffron-0631;-0.26699;6.33469;-0.06305;1.027777777777778;;;2.5611111111111113;4.966666666666667;true;0
saffron-0632;-0.84907;6.02709;-0.11871;0.8055555555555556;;;2.488888888888889;4.811111111111111;true;0
saffron-0633;-0.16698;6.11016;0.20015;0.6055555555555556;;2.888888888888889;2.25;4.1722222222222225;true;0
saffron-0634;-1.03205;6.37516;-0.00664;1.3888888888888888;;;2.9611111111111112;5.9;true;0
saffron-0635;-0.75666;6.54851;-0.12051;1.6111111111111112;;;3.5722222222222224;5.0055555555555555;true;0
saffron-0636;-0.51899;6.37444;0.15977;1.3555555555555556;;;3.088888888888889;5.288888888888889;true;0
saffron-0637;-0.28894;6.34011;-0.00636;1.1;;;2.8333333333333335;4.861111111111112;true;0
saffron-0638;-1.09140;6.30545;0.12309;1.2222222222222223;;;2.761111111111111;5.3388888888888895;true;0
saffron-0639;-0.65543;5.75230;-0.23471;0.5111111111111112;;3.188888888888889;2.0277777777777777;3.8222222222222224;true;0
saffron-0640;-0.93321;6.00847;-0.05774;0.6833333333333333;;;2.2944444444444447;5.3388888888888895;true;0
saffron-0641;-0.80312;5.95916;0.22520;0.6777777777777778;;;2.65;5.155555555555556;true;0
saffron-0642;-0.76247;6.40379;-0.03149;1.488888888888889;;;3.3722222222222222;5.027777777777778;true;0
saffron-0643;-0.21550;6.14687;0.26312;0.7388888888888889;;;2.4;4.9;true;0
saffron-0644;-0.69810;6.66833;0.22169;1.3666666666666667;;;2.838888888888889;5.683333333333334;true;0
saffron-0645;-0.68130;6.26174;-0.22269;1.1833333333333333;;;2.8666666666666667;5.177777777777778;true;0
saffron-0646;-0.88039;6.26271;-0.04463;1.2055555555555555;;;2.9;5.305555555555555;true;0
saffron-0647;-0.74849;6.35291;-0.21285;1.2166666666666668;;;3.1;5.15;true;0
saffron-0648;-0.63757;6.30917;-0.05980;1.2222222222222223;;;3.2111111111111112;4.95;true;0
saffron-0649;-0.49318;5.90594;0.27045;0.6444444444444445;;4.605555555555556;2.5166666666666666;5.5;true;0
saffron-0650;-0.78844;6.21544;0.24360;0.9555555555555556;;;2.716666666666667;5.105555555555556;true;0
saffron-0651;-0.54046;6.07812;0.19216;0.9666666666666667;;;2.8444444444444446;5.072222222222223;true;0
saffron-0652;-0.74274;6.24081;0.19694;1.0611111111111111;;;2.9;5.222222222222222;true;0
saffron-0653;-0.58209;5.98733;0.24974;0.7055555555555556;;4.283333333333333;2.5500000000000003;4.816666666666666;true;0
saffron-0654;-0.69867;5.91564;0.06926;0.6;;3.8333333333333335;2.3722222222222222;4.8388888888888895;true;0
saffron-0655;-0.84337;5.94802;-0.09100;0.5555555555555556;;4.072222222222222;2.0722222222222224;4.722222222222222;true;0
saffron-0656;-0.56730;6.48436;0.02344;1.3777777777777778;;;3.338888888888889;5.133333333333334;true;0
saffron-0657;-0.37553;5.98673;-0.20583;0.7111111111111111;;;2.3444444444444446;4.872222222222223;true;0
saffron-0658;-0.47008;6.01222;0.18432;0.8777777777777778;;;2.9;5.133333333333334;true;0
saffron-0659;-0.66825;6.51121;0.10188;1.5833333333333335;;;3.3666666666666667;5.077777777777778;true;0
saffron-0660;-0.87263;6.45159;-0.05194;1.4555555555555557;;;3.316666666666667;5.433333333333334;true;0
saffron-0661;-1.13004;6.32995;0.11380;1.5222222222222224;;;3.022222222222222;6.105555555555556;true;0
saffron-0662;-0.27507;6.07306;-0.10645;0.788888888888889;;;2.5722222222222224;4.75;true;0
saffron-0663;-1.18088;6.25807;-0.24120;1.588888888888889;;;3.2111111111111112;6.833333333333334;true;0
saffron-0664;-0.77388;6.05332;0.17167;0.788888888888889;;;2.6055555555555556;5.055555555555555;true;0
saffron-0665;-0.32758;6.27096;0.22976;0.9833333333333334;;;2.7055555555555557;5.077777777777778;true;0
saffron-0666;-0.23447;6.02344;0.04034;0.638888888888889;;4.105555555555556;2.2333333333333334;4.644444444444445;true;0
saffron-0667;-0.46391;6.47953;-0.23217;1.1166666666666667;;4.5888888888888895;2.6222222222222222;5.705555555555556;true;0
saffron-0668;-1.07425;6.30447;-0.08299;1.2555555555555555;;;2.827777777777778;5.261111111111111;true;0
saffron-0669;-0.86680;6.19523;-0.07038;1.1166666666666667;;;2.9944444444444445;5.361111111111112;true;0
saffron-0670;-0.74126;6.03604;-0.26120;0.6944444444444444;;;2.3833333333333333;4.7;true;0
saffron-0671;-1.04029;6.18186;-0.11675;0.9888888888888889;;;2.5166666666666666;5.066666666666666;true;0
saffron-0672;-0.85534;5.97837;-0.15197;0.6666666666666667;;;2.3777777777777778;4.916666666666667;true;0
saffron-0673;-1.00244;6.15791;-0.26006;0.9722222222222222;;;2.7111111111111112;5.127777777777778;true;0
saffron-0674;-0.32310;6.24811;-0.01464;1;;;2.9;4.9;true;0
saffron-0675;-0.65811;5.99852;-0.20390;0.5722222222222223;;;2.3333333333333335;4.888888888888889;true;0
saffron-0676;-0.71029;5.89295;-0.12851;0.5166666666666667;;4.083333333333334;2.2;4.933333333333334;true;0
saffron-0677;-0.41223;6.16873;-0.25261;0.9555555555555556;;;2.5722222222222224;5.305555555555555;true;0
saffron-0678;-0.70529;5.86107;-0.20955;0.7777777777777778;;;2.65;4.822222222222222;true;0
saffron-0679;-0.31380;6.21853;-0.16217;1.011111111111111;;;2.6944444444444446;5.25;true;0
saffron-0680;-0.67301;6.31293;0.01855;1.3666666666666667;;;3.338888888888889;4.916666666666667;true;0
saffron-0681;-0.72154;6.72560;-0.15726;1.6500000000000001;;5.205555555555556;3.1333333333333333;5.866666666666667;true;0
saffron-0682;-0.75601;6.13183;-0.27612;0.788888888888889;;;2.3333333333333335;4.877777777777778;true;0
saffron-0683;-0.44045;5.98505;0.17025;0.8111111111111111;;;2.5500000000000003;4.888888888888889;true;0
saffron-0684;-0.63363;6.46245;-0.25404;1.3222222222222222;;;2.95;5.788888888888889;true;0
saffron-0685;-0.69150;6.58713;-0.08453;1.6055555555555556;;;3.238888888888889;5.038888888888889;true;0
saffron-0686;-0.68203;6.44706;-0.17472;1.3444444444444446;;;3.1333333333333333;5.116666666666667;true;0
saffron-0687;-0.13974;6.13702;0.26825;0.5722222222222223;;2.261111111111111;2.927777777777778;2.9611111111111112;true;0
saffron-0688;-0.59063;6.26868;-0.06263;1.238888888888889;;;3.0944444444444446;4.905555555555556;true;0
saffron-0689;-0.46547;6.21028;0.03692;1.1388888888888888;;;2.9555555555555557;4.944444444444445;true;0
saffron-0690;-0.78050;6.52304;-0.11394;1.638888888888889;;;3.527777777777778;5.05;true;0
saffron-0691;-0.59432;6.56377;-0.23100;1.3;;;2.8222222222222224;6.022222222222222;true;0
saffron-0692;-0.12563;6.16764;0.17829;0.6166666666666667;;3.6277777777777778;2.2055555555555557;4.277777777777778;true;0
saffron-0693;-0.35352;6.38184;0.26187;1.2;;5.283333333333333;2.7666666666666666;5.933333333333334;true;0
saffron-0694;-0.74071;6.26817;-0.01720;1.25;;;3.1611111111111114;4.927777777777778;true;0
saffron-0695;-0.91750;6.15320;0.26916;0.8277777777777778;;3.6166666666666667;2.577777777777778;4.811111111111111;true;0
saffron-0696;-0.84827;6.05953;-0.25776;0.7222222222222222;;;2.427777777777778;4.544444444444444;true;0
saffron-0697;-0.48508;6.17230;0.18857;1.05;;;2.9944444444444445;5.183333333333334;true;0
saffron-0698;-0.71607;6.02097;0.08081;0.75;;;2.4444444444444446;4.872222222222223;true;0
saffron-0699;-1.09901;6.34544;-0.10768;1.2833333333333334;;;2.861111111111111;6.472222222222222;true;0
saffron-0700;-0.89801;6.32470;0.10078;1.3444444444444446;;;3.238888888888889;5.461111111111111;true;0
saffron-0701;-0.25320;6.04868;0.16320;0.7111111111111111;;;2.538888888888889;5.272222222222222;true;0
saffron-0702;-0.45305;6.39957;0.02071;1.3277777777777777;;;3.272222222222222;5.044444444444444;true;0
saffron-0703;-0.64678;6.46906;-0.17741;1.277777777777778;;;3.1333333333333333;5.127777777777778;true;0
saffron-0704;-0.33930;6.23592;0.26576;1.1111111111111112;;;2.8833333333333333;4.916666666666667;true;0
saffron-0705;-0.56675;6.32140;0.06291;1.3;;;3.305555555555556;5.077777777777778;true;0
saffron-0706;-0.76109;6.68775;-0.27534;1.3111111111111111;;5.094444444444445;2.8222222222222224;6.05;true;0
saffron-0707;-0.97237;6.46666;0.10453;1.55;;;3.1333333333333333;6.166666666666667;true;0
saffron-0708;-0.17934;6.07889;0.07119;0.5555555555555556;;2.2222222222222223;2.227777777777778;3.7;true;0
saffron-0709;-0.52456;6.34682;0.24486;1.1555555555555557;;;2.7555555555555555;5.555555555555555;true;0
saffron-0710;-0.51408;5.81922;0.09166;0.5777777777777778;;;2.3111111111111113;4.711111111111111;true;0
saffron-0711;-0.76349;6.27088;0.26908;0.9166666666666667;;;2.6833333333333336;5.322222222222223;true;0
saffron-0712;-0.64607;5.85586;-0.01323;0.5555555555555556;;;2.327777777777778;4.977777777777778;true;0
saffron-0713;-0.43337;5.91638;-0.17776;0.8722222222222222;;;2.7111111111111112;4.944444444444445;true;0
saffron-0714;-0.65833;6.09251;0.13519;1.0166666666666666;;;2.8666666666666667;5.072222222222223;true;0
saffron-0715;-0.21441;6.13272;-0.16332;0.7444444444444445;;;2.411111111111111;4.883333333333334;true;0
saffron-0716;-0.77082;6.41474;0.00587;1.3944444444444446;;;3.288888888888889;5.077777777777778;true;0
saffron-0717;-0.47688;6.29555;-0.03438;1.2111111111111112;;;3.1055555555555556;4.944444444444445;true;0
saffron-0718;-0.65236;6.24504;0.12090;1.2333333333333334;;;3.066666666666667;4.9944444444444445;true;0
saffron-0719;-0.19762;6.09489;-0.15949;0.7444444444444445;;;2.4833333333333334;4.727777777777778;true;0
saffron-0720;-0.79366;6.32221;-0.03049;1.4111111111111112;;;3.3111111111111113;5.1000000000000005;true;0
saffron-0721;-0.51374;5.73789;-0.15268;0.49444444444444446;;;2.1333333333333333;4.544444444444444;true;0
saffron-0722;-0.35795;6.34250;-0.21680;1.0722222222222222;;;2.6944444444444446;5.05;true;0
saffron-0723;-0.80860;6.15909;-0.25692;1.088888888888889;;;2.8444444444444446;5.133333333333334;true;0
saffron-0724;-0.72525;5.88505;0.25300;0.4777777777777778;;2;2.077777777777778;2.927777777777778;true;0
saffron-0725;-0.80841;6.57514;-0.17422;1.6277777777777778;;;3.2;5.583333333333334;true;0
saffron-0726;-0.86860;6.50274;0.06980;1.527777777777778;;;3.2055555555555557;5.622222222222223;true;0
saffron-0727;-0.82653;6.57753;0.08308;1.6444444444444446;;;3.405555555555556;5.883333333333334;true;0
saffron-0728;-0.60985;6.56502;-0.20674;1.3944444444444446;;5.583333333333334;2.8833333333333333;6.161111111111111;true;0
saffron-0729;-0.95693;6.41305;-0.04003;1.4222222222222223;;;3.0722222222222224;5.227777777777778;true;0
saffron-0730;-0.59648;5.71019;-0.12337;0.48888888888888893;;;2.2555555555555555;4.516666666666667;true;0
saffron-0731;-0.27983;6.33297;0.22238;1.1555555555555557;;;2.6444444444444444;4.783333333333333;true;0
saffron-0732;-0.58046;6.49162;0.08148;1.488888888888889;;;3.305555555555556;5.238888888888889;true;0
saffron-0733;-0.62169;6.01063;0.20719;0.9444444444444445;;;2.8333333333333335;5.083333333333334;true;0
saffron-0734;-0.49175;6.30508;-0.02224;1.1666666666666667;;;3.1333333333333333;5.111111111111112;true;0
saffron-0735;-0.54290;6.18715;0.02757;1.0833333333333335;;;3;5.077777777777778;true;0
saffron-0736;-0.67247;6.64556;-0.23132;1.338888888888889;;;2.9722222222222223;6.211111111111111;true;0
saffron-0737;-0.81180;6.23588;0.11215;1.088888888888889;;;2.888888888888889;5.133333333333334;true;0
saffron-0738;-0.79839;6.50895;0.21514;1.4111111111111112;;;3.138888888888889;5.611111111111112;true;0
saffron-0739;-1.09977;6.18821;-0.22964;1.027777777777778;;;2.688888888888889;5.411111111111111;true;0
saffron-0740;-0.77043;6.71682;-0.16557;1.7055555555555557;;;3.2222222222222223;6.522222222222222;true;0
saffron-0741;-0.75902;6.10977;0.20010;0.8333333333333334;;;2.6555555555555554;5.0888888888888895;true;0
saffron-0742;-0.74003;6.25559;0.24056;0.8833333333333334;;;2.65;5.4944444444444445;true;0
saffron-0743;-1.09929;6.19896;0.23277;1.261111111111111;;;2.8000000000000003;5.8388888888888895;true;0
saffron-0744;-0.30491;6.29295;0.25619;1.1277777777777778;;;2.7666666666666666;5.283333333333333;true;0
saffron-0745;-0.61056;5.79678;0.03415;0.5055555555555555;;;2.288888888888889;4.711111111111111;true;0
saffron-0746;-0.37899;6.17924;-0.25996;0.9777777777777779;;;2.666666666666667;5.5;true;0
saffron-0747;-0.39259;5.91041;-0.03470;0.7277777777777779;;;2.533333333333333;4.766666666666667;true;0
saffron-0748;-0.37961;5.89658;0.05641;0.6611111111111111;;;2.4944444444444445;4.772222222222222;true;0
saffron-0749;-0.25292;6.24902;0.10932;0.9833333333333334;;;2.7055555555555557;4.811111111111111;true;0
saffron-0750;-0.29741;6.01703;0.05623;0.65;;;2.288888888888889;4.655555555555556;true;0
saffron-0751;-0.50706;5.94631;0.02466;0.7944444444444445;;;2.677777777777778;4.7555555555555555;true;0
saffron-0752;-0.89830;6.39532;0.03936;1.3555555555555556;;;3.111111111111111;5.5055555555555555;true;0
saffron-0753;-0.88375;6.16042;0.18925;0.8388888888888889;;;2.65;5.094444444444445;true;0
saffron-0754;-0.52922;6.55117;-0.16706;1.511111111111111;;5.666666666666667;2.9555555555555557;5.8;true;0
saffron-0755;-0.75956;6.48807;-0.22538;1.2833333333333334;;;3.15;5.333333333333334;true;0
saffron-0756;-0.33552;5.94594;-0.09355;0.638888888888889;;;2.5;4.783333333333333;true;0
saffron-0757;-0.74709;6.41738;-0.04706;1.5;;;3.3555555555555556;5.038888888888889;true;0
saffron-0758;-1.18412;6.23441;0.07150;1.5833333333333335;;;3.1833333333333336;6.583333333333334;true;0
saffron-0759;-0.86357;6.05620;0.27173;0.6888888888888889;;;2.4833333333333334;4.877777777777778;true;0
saffron-0760;-0.57478;5.88442;0.23466;0.6777777777777778;;;2.65;5.155555555555556;true;0
saffron-0761;-0.93521;6.28091;0.14643;1.0777777777777777;;;2.888888888888889;5.661111111111111;true;0
saffron-0762;-0.47916;6.40256;-0.11161;1.2666666666666666;;;3.1055555555555556;5.111111111111112;true;0
saffron-0763;-0.73413;6.60317;-0.25099;1.3277777777777777;;;3.1333333333333333;5.455555555555556;true;0
saffron-0764;-0.85431;6.58806;0.09487;1.638888888888889;;;3.2944444444444447;5.9944444444444445;true;0
saffron-0765;-0.56086;6.00018;0.18923;0.7000000000000001;;;2.4944444444444445;4.777777777777778;true;0
saffron-0766;-0.78170;6.73239;0.25248;1.511111111111111;;;3.1722222222222225;6.383333333333334;true;0
saffron-0767;-0.36331;6.20113;-0.19496;1.038888888888889;;;2.7055555555555557;5.05;true;0
saffron-0768;-0.98815;6.34093;-0.10577;1.3888888888888888;;5.883333333333334;2.861111111111111;5.972222222222222;true;0
saffron-0769;-0.65230;6.44413;-0.19200;1.2111111111111112;;;2.9833333333333334;5.272222222222222;true;0
saffron-0770;-1.05508;6.46385;0.04675;1.5666666666666667;;;3.1833333333333336;6.183333333333334;true;0
saffron-0771;-0.76467;6.12919;0.01449;1.0444444444444445;;;2.9555555555555557;4.977777777777778;true;0
saffron-0772;-0.73418;6.08450;-0.12587;0.8666666666666667;;;2.772222222222222;5.0888888888888895;true;0
saffron-0773;-0.28681;5.95280;-0.00703;0.5055555555555555;;4.144444444444445;2.2777777777777777;4.638888888888889;true;0
saffron-0774;-1.00461;6.46297;-0.14392;1.5944444444444446;;;3.3555555555555556;5.955555555555556;true;0
saffron-0775;-0.40101;5.97445;0.25746;0.5388888888888889;0.8055555555555556;2.4;;3.566666666666667;true;0
saffron-0776;-0.85614;6.32507;-0.02110;1.3277777777777777;;;2.966666666666667;5.133333333333334;true;0
saffron-0777;-1.02237;6.21138;-0.06777;1.0222222222222224;;;2.477777777777778;5.272222222222222;true;0
saffron-0778;-0.76418;6.17621;-0.28288;0.7722222222222223;;3.9000000000000004;2.2666666666666666;4.872222222222223;true;0
saffron-0779;-0.23213;6.27920;-0.26235;0.8;;;2.4555555555555557;4.983333333333333;true;0
saffron-0780;-0.83278;6.24857;-0.08498;1.2333333333333334;;;2.9555555555555557;4.983333333333333;true;0
saffron-0781;-0.38219;6.04787;0.03829;0.9777777777777779;;;2.927777777777778;4.961111111111111;true;0
saffron-0782;-0.84295;6.55084;-0.14098;1.5722222222222222;;;3.388888888888889;5.694444444444445;true;0
saffron-0783;-0.75672;6.75405;-0.00548;1.7222222222222223;;;3.511111111111111;5.833333333333334;true;0
saffron-0784;-0.18808;6.16264;0.22411;0.7166666666666667;;;2.3944444444444444;4.894444444444445;true;0
saffron-0785;-0.63451;6.05062;0.26810;0.8833333333333334;;;2.7444444444444445;5.2444444444444445;true;0
saffron-0786;-0.48640;6.38866;-0.22273;1.1666666666666667;;;2.9444444444444446;5.016666666666667;true;0
saffron-0787;-0.68382;6.04875;0.01520;0.8666666666666667;;;2.7666666666666666;5.066666666666666;true;0
saffron-0788;-0.76692;6.75146;-0.04308;1.7555555555555555;;;3.488888888888889;5.833333333333334;true;0
saffron-0789;-0.64022;6.35403;-0.06054;1.3944444444444446;;;3.3333333333333335;5.083333333333334;true;0
saffron-0790;-0.71009;6.31246;0.11737;1.25;;;3.1444444444444444;5.166666666666667;true;0
saffron-0791;-0.96640;6.20582;-0.04580;1.1055555555555556;;;2.8222222222222224;5.011111111111111;true;0
saffron-0792;-0.31473;6.19023;-0.27458;0.9555555555555556;;;2.688888888888889;5.583333333333334;true;0
saffron-0793;-0.12374;6.15829;-0.11617;0.5722222222222223;;2.238888888888889;2.2111111111111112;3.138888888888889;true;0
saffron-0794;-0.89189;6.27098;0.03718;1.1777777777777778;;;2.988888888888889;5.333333333333334;true;0
saffron-0795;-0.42817;5.81840;-0.18013;0.6166666666666667;;3.9555555555555557;2.2111111111111112;4.7444444444444445;true;0
saffron-0796;-0.90428;6.49937;0.15887;1.6;;;3.2944444444444447;5.861111111111112;true;0
saffron-0797;-0.66861;6.34783;0.24405;1.0333333333333334;;3.8000000000000003;2.6277777777777778;5.277777777777778;true;0
saffron-0798;-0.18061;6.18281;-0.23886;0.75;;;2.3111111111111113;4.6722222222222225;true;0
saffron-0799;-0.71223;6.13880;0.09295;1.0333333333333334;;;2.927777777777778;5.027777777777778;true;0
saffron-0800;-0.87237;6.11734;0.06234;0.7555555555555555;;3.75;2.45;4.772222222222222;true;0
